id_student,gender,region,highest_education,imd_band,age_band,disability,studied_credits,num_of_prev_attempts,final_result
70827,M,East Midlands Region,HE Qualification,30-40%,0-35,N,210,0,Withdrawn
71159,M,North Region,Lower Than A Level,Unknown,35-55,N,60,0,Pass
71209,M,South East Region,Lower Than A Level,50-60%,35-55,N,60,0,Pass
71252,M,North Western Region,Lower Than A Level,0-10%,0-35,Y,60,0,Pass
71275,F,Ireland,Lower Than A Level,50-60%,35-55,N,150,1,Fail
71361,M,Ireland,HE Qualification,Unknown,35-55,N,60,0,Pass
71433,F,North Western Region,A Level or Equivalent,50-60%,0-35,N,150,1,Fail
71504,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,N,120,0,Pass
71578,M,South Region,A Level or Equivalent,90-100%,0-35,N,60,0,Pass
71676,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N,60,0,Pass
71723,M,North Western Region,A Level or Equivalent,10-20,0-35,N,60,0,Fail
71897,M,South East Region,A Level or Equivalent,40-50%,0-35,N,120,0,Withdrawn
72057,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,120,0,Withdrawn
72070,M,South East Region,A Level or Equivalent,60-70%,35-55,N,60,0,Withdrawn
72114,M,North Region,A Level or Equivalent,40-50%,0-35,Y,120,1,Pass
72349,F,Scotland,A Level or Equivalent,0-10%,0-35,N,60,0,Withdrawn
72400,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,Y,120,0,Distinction
72451,M,East Midlands Region,Lower Than A Level,90-100%,0-35,N,60,0,Withdrawn
72609,F,Wales,Lower Than A Level,50-60%,35-55,N,120,0,Fail
72693,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,Y,140,0,Pass
72864,F,Yorkshire Region,Lower Than A Level,10-20,35-55,N,60,2,Pass
73019,M,Scotland,HE Qualification,50-60%,0-35,N,60,0,Fail
73489,F,South Region,HE Qualification,80-90%,0-35,N,120,0,Pass
73584,F,South West Region,Lower Than A Level,30-40%,0-35,N,60,1,Withdrawn
73664,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,120,0,Fail
73874,F,Wales,Lower Than A Level,90-100%,35-55,N,60,2,Withdrawn
74113,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,60,1,Fail
74130,M,South Region,A Level or Equivalent,50-60%,0-35,N,60,1,Withdrawn
74165,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
74169,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,60,0,Withdrawn
74290,M,Scotland,Lower Than A Level,10-20,0-35,N,60,1,Withdrawn
74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,N,150,0,Fail
74502,F,Wales,Lower Than A Level,60-70%,0-35,N,120,0,Pass
74521,M,North Region,HE Qualification,0-10%,35-55,N,120,0,Pass
74524,F,East Midlands Region,Lower Than A Level,70-80%,35-55,Y,120,0,Fail
74574,F,Scotland,Lower Than A Level,10-20,0-35,Y,120,0,Withdrawn
74585,F,Wales,A Level or Equivalent,60-70%,35-55,N,60,0,Distinction
74695,F,North Region,Lower Than A Level,40-50%,0-35,N,90,0,Distinction
74734,F,North Western Region,Lower Than A Level,0-10%,0-35,N,180,0,Pass
75091,M,South West Region,A Level or Equivalent,30-40%,35-55,N,60,0,Pass
75107,M,North Region,Lower Than A Level,Unknown,35-55,N,60,0,Distinction
75118,F,North Western Region,Lower Than A Level,0-10%,0-35,Y,150,0,Withdrawn
75255,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,120,0,Pass
75309,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,N,180,1,Withdrawn
75399,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,60,0,Pass
75427,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N,60,0,Fail
75442,F,London Region,Lower Than A Level,10-20,0-35,N,30,0,Fail
75454,M,South West Region,A Level or Equivalent,80-90%,0-35,N,120,0,Pass
75469,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,210,4,Withdrawn
75728,F,South West Region,HE Qualification,30-40%,35-55,N,30,0,Fail
76081,F,East Midlands Region,Lower Than A Level,60-70%,0-35,Y,150,1,Pass
76196,F,North Western Region,Lower Than A Level,0-10%,35-55,Y,120,1,Withdrawn
76536,F,West Midlands Region,Lower Than A Level,60-70%,0-35,N,120,1,Fail
76579,F,Yorkshire Region,HE Qualification,10-20,0-35,N,120,1,Pass
76949,M,London Region,HE Qualification,50-60%,35-55,N,30,0,Pass
77241,M,West Midlands Region,Lower Than A Level,30-40%,35-55,N,60,0,Withdrawn
77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
77692,M,Wales,HE Qualification,50-60%,35-55,N,60,0,Pass
77744,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,60,0,Pass
77746,M,Wales,A Level or Equivalent,30-40%,0-35,N,60,0,Fail
77763,M,East Anglian Region,HE Qualification,20-30%,35-55,N,150,0,Pass
77845,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,120,0,Fail
77995,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,60,0,Pass
77998,M,Ireland,Lower Than A Level,Unknown,35-55,N,180,2,Pass
78170,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,60,0,Fail
78255,F,North Region,Lower Than A Level,0-10%,0-35,N,120,2,Fail
78645,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,60,0,Fail
79261,M,South Region,A Level or Equivalent,90-100%,0-35,N,90,0,Pass
79378,F,London Region,Lower Than A Level,20-30%,35-55,Y,120,4,Fail
79403,M,South Region,Lower Than A Level,80-90%,35-55,N,60,0,Withdrawn
79461,M,Scotland,A Level or Equivalent,70-80%,0-35,N,90,1,Fail
79610,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
79683,M,Wales,A Level or Equivalent,30-40%,0-35,Y,60,0,Withdrawn
80001,F,South West Region,Lower Than A Level,30-40%,0-35,N,60,0,Fail
80243,F,North Western Region,A Level or Equivalent,10-20,35-55,N,90,0,Withdrawn
80329,M,South Region,Lower Than A Level,80-90%,0-35,N,120,2,Pass
80358,M,Scotland,Lower Than A Level,60-70%,0-35,N,120,0,Pass
80438,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,120,0,Pass
80448,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,N,30,0,Withdrawn
80491,M,Scotland,Lower Than A Level,10-20,35-55,N,115,0,Withdrawn
80717,F,South West Region,Lower Than A Level,60-70%,35-55,N,60,0,Distinction
80745,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,Y,60,1,Pass
80775,M,Wales,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
80868,M,South West Region,Lower Than A Level,80-90%,0-35,N,60,0,Pass
80886,M,North Western Region,Lower Than A Level,70-80%,35-55,N,60,0,Withdrawn
81216,M,South Region,Lower Than A Level,10-20,0-35,N,60,0,Withdrawn
81351,M,Scotland,HE Qualification,90-100%,35-55,Y,60,1,Fail
81536,M,Scotland,Lower Than A Level,80-90%,35-55,N,60,1,Fail
81754,F,North Western Region,A Level or Equivalent,10-20,0-35,N,60,1,Withdrawn
82088,F,East Midlands Region,HE Qualification,70-80%,35-55,N,60,2,Fail
82201,F,London Region,Lower Than A Level,50-60%,0-35,N,60,1,Fail
82341,F,South East Region,Lower Than A Level,90-100%,0-35,Y,30,0,Distinction
82535,F,Wales,Lower Than A Level,20-30%,0-35,N,180,0,Pass
82556,M,Ireland,Lower Than A Level,70-80%,0-35,N,60,0,Fail
82575,M,West Midlands Region,HE Qualification,80-90%,0-35,N,30,0,Distinction
82611,F,Wales,Lower Than A Level,10-20,0-35,N,60,0,Withdrawn
82741,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,60,0,Pass
82817,F,London Region,HE Qualification,20-30%,35-55,N,60,1,Pass
83219,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,60,0,Pass
83254,F,London Region,HE Qualification,10-20,35-55,N,60,0,Pass
83453,M,West Midlands Region,HE Qualification,40-50%,35-55,N,30,0,Withdrawn
83553,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N,60,1,Fail
83588,M,South West Region,HE Qualification,50-60%,35-55,N,60,2,Fail
83603,M,London Region,A Level or Equivalent,60-70%,35-55,N,60,0,Pass
84051,M,Wales,A Level or Equivalent,60-70%,0-35,N,120,0,Fail
84245,M,Wales,A Level or Equivalent,50-60%,0-35,N,120,0,Distinction
84299,M,London Region,A Level or Equivalent,20-30%,0-35,N,120,0,Pass
84541,F,North Region,A Level or Equivalent,10-20,0-35,N,120,0,Fail
84576,M,Wales,HE Qualification,30-40%,35-55,N,150,0,Distinction
84604,F,North Region,A Level or Equivalent,60-70%,35-55,N,90,0,Distinction
84605,M,North Region,A Level or Equivalent,Unknown,35-55,N,120,1,Pass
84664,F,North Western Region,A Level or Equivalent,60-70%,35-55,N,60,0,Pass
84812,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,120,0,Pass
85092,F,South West Region,Lower Than A Level,30-40%,0-35,N,60,0,Pass
85144,M,Scotland,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
85216,F,Scotland,HE Qualification,10-20,35-55,N,195,1,Fail
85241,M,South West Region,Lower Than A Level,50-60%,0-35,Y,120,0,Withdrawn
85302,M,London Region,Lower Than A Level,80-90%,35-55,N,60,0,Pass
85304,F,London Region,HE Qualification,20-30%,0-35,N,60,0,Withdrawn
85325,F,South Region,Lower Than A Level,80-90%,0-35,N,120,0,Withdrawn
85874,F,Scotland,HE Qualification,40-50%,35-55,N,60,0,Withdrawn
86047,F,Wales,HE Qualification,20-30%,0-35,N,60,0,Pass
86291,F,Wales,HE Qualification,50-60%,35-55,N,60,1,Fail
86538,M,West Midlands Region,Lower Than A Level,60-70%,0-35,Y,60,0,Withdrawn
86669,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,220,1,Pass
87042,F,North Western Region,Lower Than A Level,0-10%,0-35,N,120,0,Withdrawn
87107,F,South West Region,HE Qualification,70-80%,0-35,N,60,0,Pass
87152,M,East Anglian Region,Lower Than A Level,20-30%,0-35,Y,60,0,Pass
87264,M,South East Region,Lower Than A Level,30-40%,0-35,N,60,0,Distinction
87322,M,Wales,Lower Than A Level,50-60%,0-35,Y,120,0,Pass
87431,M,South East Region,Lower Than A Level,10-20,35-55,N,60,0,Withdrawn
87604,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,180,0,Withdrawn
87732,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,N,75,0,Pass
87929,F,London Region,A Level or Equivalent,50-60%,0-35,N,30,0,Pass
88340,F,Wales,Lower Than A Level,30-40%,0-35,Y,60,0,Withdrawn
88439,F,East Anglian Region,HE Qualification,30-40%,0-35,N,60,0,Pass
88490,M,Scotland,Post Graduate Qualification,90-100%,35-55,N,60,0,Distinction
88568,M,North Western Region,HE Qualification,70-80%,35-55,N,30,0,Pass
88580,F,London Region,Lower Than A Level,10-20,0-35,N,60,0,Withdrawn
88758,M,North Region,Post Graduate Qualification,Unknown,35-55,N,330,1,Withdrawn
88781,M,South East Region,A Level or Equivalent,60-70%,0-35,N,60,1,Fail
88910,F,North Western Region,Lower Than A Level,10-20,0-35,N,180,1,Pass
88957,M,South East Region,Lower Than A Level,30-40%,0-35,N,120,1,Withdrawn
89051,M,North Western Region,A Level or Equivalent,30-40%,35-55,Y,120,0,Pass
89092,F,Wales,Lower Than A Level,50-60%,0-35,N,60,2,Pass
89188,F,South Region,A Level or Equivalent,50-60%,0-35,Y,60,0,Pass
89545,M,South Region,HE Qualification,90-100%,0-35,N,30,0,Pass
89727,F,Wales,A Level or Equivalent,40-50%,0-35,N,70,0,Fail
89778,M,South East Region,A Level or Equivalent,70-80%,0-35,N,120,1,Distinction
89850,F,South Region,HE Qualification,90-100%,0-35,N,120,0,Distinction
89895,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,60,0,Pass
89904,M,Wales,Lower Than A Level,30-40%,35-55,N,60,0,Pass
90243,F,Wales,HE Qualification,70-80%,35-55,N,60,0,Pass
90361,F,Wales,HE Qualification,20-30%,35-55,N,60,0,Pass
90537,F,Scotland,A Level or Equivalent,90-100%,0-35,Y,60,0,Pass
90651,M,South Region,A Level or Equivalent,90-100%,35-55,N,120,0,Withdrawn
90836,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,Y,180,0,Fail
90901,M,South Region,HE Qualification,20-30%,35-55,N,120,0,Distinction
90979,F,East Anglian Region,HE Qualification,80-90%,35-55,N,120,0,Fail
91040,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,90,0,Withdrawn
91041,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,30,0,Withdrawn
91164,M,London Region,HE Qualification,0-10%,35-55,Y,60,0,Fail
91265,M,North Western Region,HE Qualification,0-10%,0-35,N,60,0,Pass
91322,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,N,60,0,Pass
91354,M,Ireland,A Level or Equivalent,90-100%,0-35,Y,60,1,Withdrawn
91470,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
91629,M,Wales,A Level or Equivalent,20-30%,0-35,Y,60,2,Fail
91801,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,N,60,1,Withdrawn
92103,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,30,0,Withdrawn
92166,M,South East Region,HE Qualification,90-100%,35-55,N,60,3,Withdrawn
92274,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,120,2,Withdrawn
92312,M,Wales,Lower Than A Level,50-60%,0-35,N,60,3,Fail
92341,F,North Western Region,Lower Than A Level,40-50%,0-35,N,60,2,Fail
92391,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,60,1,Fail
92775,F,North Region,Lower Than A Level,0-10%,0-35,Y,60,1,Fail
92832,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,60,0,Pass
92947,F,Wales,HE Qualification,10-20,35-55,N,120,0,Distinction
92993,F,East Anglian Region,Lower Than A Level,10-20,0-35,N,135,3,Pass
93925,F,East Anglian Region,Lower Than A Level,70-80%,0-35,N,60,0,Withdrawn
94484,M,West Midlands Region,Lower Than A Level,20-30%,35-55,Y,120,0,Pass
94616,F,South Region,Lower Than A Level,80-90%,0-35,N,60,1,Fail
94749,M,Wales,Lower Than A Level,90-100%,0-35,N,60,0,Fail
94923,F,Scotland,Lower Than A Level,30-40%,0-35,N,90,2,Fail
94961,M,South Region,Lower Than A Level,70-80%,35-55,N,60,1,Pass
94964,F,South West Region,Lower Than A Level,40-50%,0-35,N,60,0,Fail
94978,M,North Region,Post Graduate Qualification,Unknown,35-55,N,90,0,Withdrawn
95356,F,Scotland,HE Qualification,20-30%,0-35,N,240,1,Withdrawn
95746,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,60,1,Pass
95755,M,South East Region,Lower Than A Level,90-100%,0-35,N,60,0,Withdrawn
95906,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,120,0,Pass
96117,F,London Region,A Level or Equivalent,30-40%,35-55,N,30,0,Pass
96291,F,South Region,Lower Than A Level,70-80%,0-35,N,60,0,Withdrawn
96423,F,South East Region,Lower Than A Level,90-100%,0-35,N,30,0,Pass
96475,M,South East Region,Lower Than A Level,60-70%,0-35,N,180,0,Pass
96538,M,North Region,Lower Than A Level,0-10%,0-35,N,60,0,Fail
96592,F,London Region,HE Qualification,20-30%,0-35,N,60,0,Pass
96729,M,London Region,A Level or Equivalent,40-50%,0-35,N,120,1,Pass
96864,M,West Midlands Region,HE Qualification,20-30%,0-35,N,30,0,Withdrawn
96873,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,30,0,Fail
96874,F,South East Region,Lower Than A Level,60-70%,0-35,N,90,0,Fail
96945,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,90,0,Withdrawn
97006,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,60,1,Pass
97154,F,North Region,A Level or Equivalent,20-30%,0-35,N,60,0,Pass
97486,M,North Western Region,HE Qualification,70-80%,35-55,N,60,0,Withdrawn
97567,F,Wales,HE Qualification,70-80%,35-55,N,60,0,Pass
97865,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,60,3,Withdrawn
97939,M,Scotland,A Level or Equivalent,40-50%,0-35,Y,60,0,Fail
98094,M,Wales,Lower Than A Level,70-80%,35-55,N,60,0,Pass
98256,M,West Midlands Region,Lower Than A Level,40-50%,0-35,N,120,0,Withdrawn
98268,F,Scotland,HE Qualification,70-80%,35-55,N,60,0,Pass
98313,F,Scotland,HE Qualification,30-40%,35-55,N,60,0,Pass
98452,M,South West Region,A Level or Equivalent,30-40%,0-35,Y,120,0,Withdrawn
98720,F,London Region,Lower Than A Level,20-30%,35-55,Y,60,0,Pass
98842,F,South Region,Lower Than A Level,10-20,0-35,N,60,0,Pass
99075,M,South Region,A Level or Equivalent,30-40%,0-35,N,60,0,Fail
99088,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,60,2,Withdrawn
99151,M,London Region,Lower Than A Level,40-50%,0-35,N,120,0,Fail
99609,F,South East Region,Lower Than A Level,80-90%,0-35,N,70,0,Withdrawn
99670,F,North Western Region,Lower Than A Level,0-10%,0-35,N,90,0,Fail
99799,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,120,1,Pass
99993,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,N,120,0,Pass
100064,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,N,60,0,Pass
100282,F,Wales,Lower Than A Level,20-30%,0-35,N,120,1,Withdrawn
100561,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,60,1,Fail
100621,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,N,60,0,Withdrawn
100758,F,London Region,A Level or Equivalent,10-20,0-35,N,150,0,Withdrawn
100788,M,Scotland,HE Qualification,80-90%,0-35,N,90,1,Distinction
100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,60,0,Pass
101116,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,60,0,Pass
101187,F,London Region,HE Qualification,30-40%,35-55,N,120,0,Withdrawn
101217,M,London Region,A Level or Equivalent,40-50%,35-55,Y,90,2,Fail
101279,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,60,0,Fail
101306,M,London Region,A Level or Equivalent,20-30%,35-55,N,120,0,Fail
101414,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,N,105,0,Withdrawn
101420,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,120,0,Pass
101634,M,Yorkshire Region,No Formal quals,0-10%,0-35,N,90,0,Fail
101700,M,London Region,A Level or Equivalent,10-20,0-35,Y,60,0,Withdrawn
101781,M,South Region,Lower Than A Level,80-90%,35-55,N,60,0,Pass
102028,M,South Region,A Level or Equivalent,90-100%,35-55,N,60,1,Distinction
102067,F,North Western Region,A Level or Equivalent,10-20,0-35,N,120,1,Withdrawn
102209,F,Scotland,A Level or Equivalent,10-20,35-55,N,60,0,Withdrawn
102221,F,Scotland,HE Qualification,50-60%,35-55,N,60,0,Pass
102343,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
102849,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,N,180,0,Withdrawn
102850,F,South West Region,A Level or Equivalent,70-80%,35-55,N,165,0,Pass
102854,M,South East Region,Lower Than A Level,40-50%,0-35,N,60,0,Distinction
102952,M,London Region,HE Qualification,60-70%,0-35,N,60,0,Pass
103496,F,Ireland,Lower Than A Level,10-20,35-55,N,60,0,Pass
103535,F,South West Region,A Level or Equivalent,40-50%,0-35,N,120,0,Pass
103594,M,Wales,Lower Than A Level,50-60%,0-35,N,180,0,Withdrawn
103800,M,Wales,A Level or Equivalent,40-50%,0-35,N,90,0,Pass
103891,M,South Region,HE Qualification,70-80%,0-35,N,90,1,Withdrawn
103904,M,South Region,HE Qualification,70-80%,0-35,N,60,0,Distinction
103998,F,South Region,Lower Than A Level,60-70%,0-35,N,60,0,Fail
104054,F,South East Region,Lower Than A Level,90-100%,35-55,N,120,0,Distinction
104213,M,South West Region,A Level or Equivalent,70-80%,0-35,N,60,0,Distinction
104215,M,Scotland,A Level or Equivalent,0-10%,0-35,N,270,0,Withdrawn
104238,F,East Midlands Region,Lower Than A Level,10-20,0-35,N,120,0,Withdrawn
104316,M,London Region,A Level or Equivalent,70-80%,0-35,N,60,0,Fail
104476,M,Ireland,Post Graduate Qualification,Unknown,35-55,N,60,0,Pass
104480,M,North Region,No Formal quals,Unknown,0-35,N,120,0,Fail
104643,F,South West Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
104772,M,South West Region,A Level or Equivalent,70-80%,35-55,N,60,1,Fail
105125,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
105168,M,Scotland,HE Qualification,70-80%,0-35,N,90,0,Fail
105413,M,South West Region,HE Qualification,70-80%,35-55,N,100,0,Pass
105523,M,Scotland,HE Qualification,60-70%,35-55,N,90,0,Pass
105527,F,Scotland,HE Qualification,40-50%,35-55,N,120,0,Pass
105629,M,South East Region,A Level or Equivalent,10-20,35-55,N,60,0,Pass
105851,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,Y,60,0,Pass
105883,F,North Western Region,A Level or Equivalent,0-10%,35-55,N,60,0,Pass
105939,M,North Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
106095,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
106247,M,South Region,HE Qualification,80-90%,35-55,N,60,0,Withdrawn
106383,F,Scotland,HE Qualification,50-60%,35-55,N,60,0,Withdrawn
106553,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,60,0,Pass
106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N,60,0,Pass
106588,F,Scotland,A Level or Equivalent,60-70%,35-55,N,60,0,Distinction
106690,M,South Region,A Level or Equivalent,40-50%,35-55,Y,120,0,Withdrawn
106747,M,North Western Region,Lower Than A Level,10-20,0-35,Y,180,1,Withdrawn
106793,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,60,0,Fail
107028,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,90,0,Fail
